explanation_id,project_id,risk_score,top_delay_driver,driver_contribution_pct,recommended_action
EXP-000342,PRJ-03779,14.6,Pending approvals,5.0,Continue routine monitoring
EXP-000343,PRJ-00434,27.0,Compensation delay,13.7,Prioritize compensation processing
EXP-000344,PRJ-03039,18.9,Rehabilitation delay,7.5,Accelerate rehabilitation workflow
EXP-000345,PRJ-03221,20.0,Incomplete documentation,7.2,Complete document verification
EXP-000346,PRJ-04120,19.0,Pending approvals,8.8,Continue routine monitoring
EXP-000347,PRJ-02898,24.0,Incomplete documentation,6.6,Complete document verification
EXP-000348,PRJ-04017,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-000349,PRJ-03129,9.2,Pending approvals,5.0,Continue routine monitoring
EXP-000350,PRJ-03209,31.0,Compensation delay,12.7,Prioritize compensation processing
EXP-000351,PRJ-04198,21.7,Compensation delay,7.2,Prioritize compensation processing
EXP-000352,PRJ-04429,11.6,Pending approvals,6.3,Continue routine monitoring
EXP-000353,PRJ-00433,23.0,Rehabilitation delay,7.7,Accelerate rehabilitation workflow
EXP-000354,PRJ-00886,9.2,Pending approvals,5.0,Escalate pending approval
EXP-000355,PRJ-03511,16.2,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-000356,PRJ-00710,15.4,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-000357,PRJ-04312,16.3,Rehabilitation delay,8.0,Accelerate rehabilitation workflow
EXP-000358,PRJ-02804,23.7,Compensation delay,8.2,Prioritize compensation processing
EXP-000359,PRJ-02387,51.0,Compensation delay,18.7,Prioritize compensation processing
EXP-000360,PRJ-00695,11.8,Pending approvals,5.0,Continue routine monitoring
EXP-000361,PRJ-03254,9.7,Pending approvals,5.0,Continue routine monitoring
EXP-000362,PRJ-02101,25.1,Compensation delay,9.9,Prioritize compensation processing
EXP-000363,PRJ-04777,11.8,Pending approvals,5.0,Continue routine monitoring
EXP-000364,PRJ-03553,58.2,Compensation delay,31.9,Escalate legal review
EXP-000365,PRJ-04319,33.0,Incomplete documentation,14.7,Complete document verification
EXP-000366,PRJ-01904,12.8,Pending approvals,5.2,Continue routine monitoring
EXP-000367,PRJ-00438,12.2,Pending approvals,5.0,Continue routine monitoring
EXP-000368,PRJ-03800,18.4,Legal dispute,5.3,Escalate legal review
EXP-000369,PRJ-04321,7.8,Pending approvals,5.0,Continue routine monitoring
EXP-000370,PRJ-04882,30.6,Compensation delay,8.6,Prioritize compensation processing
EXP-000371,PRJ-01816,8.4,Pending approvals,5.0,Continue routine monitoring
EXP-000372,PRJ-01308,19.8,Rehabilitation delay,8.5,Accelerate rehabilitation workflow
EXP-000373,PRJ-01011,12.9,Pending approvals,5.0,Continue routine monitoring
EXP-000374,PRJ-00953,17.1,Stakeholder bottleneck,5.4,Continue routine monitoring
EXP-000375,PRJ-00465,26.7,Pending approvals,7.4,Escalate pending approval
EXP-000376,PRJ-00183,15.1,Pending approvals,7.3,Escalate pending approval
EXP-000377,PRJ-03857,12.2,Pending approvals,5.9,Continue routine monitoring
EXP-000378,PRJ-03604,18.7,Rehabilitation delay,5.5,Accelerate rehabilitation workflow
EXP-000379,PRJ-01063,9.3,Pending approvals,5.0,Continue routine monitoring
EXP-000380,PRJ-03008,42.1,Pending approvals,14.4,Complete document verification
EXP-000381,PRJ-02771,14.5,Incomplete documentation,5.0,Complete document verification
EXP-000382,PRJ-00641,54.9,Legal dispute,16.6,Escalate legal review
EXP-000383,PRJ-00505,15.5,Compensation delay,6.4,Prioritize compensation processing
EXP-000384,PRJ-01202,21.1,Stakeholder bottleneck,11.0,Continue routine monitoring
EXP-000385,PRJ-01728,16.2,Notification pending,8.0,Continue routine monitoring
EXP-000386,PRJ-02926,32.0,Pending approvals,14.3,Escalate pending approval
EXP-000387,PRJ-02193,28.3,Compensation delay,7.4,Prioritize compensation processing
EXP-000388,PRJ-02231,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-000389,PRJ-01930,21.8,Pending approvals,11.3,Escalate pending approval
EXP-000390,PRJ-00334,15.3,Pending approvals,5.5,Continue routine monitoring
EXP-000391,PRJ-03161,44.4,Compensation delay,12.7,Escalate legal review
EXP-000392,PRJ-00579,10.9,Pending approvals,5.0,Continue routine monitoring
EXP-000393,PRJ-00037,35.6,Legal dispute,17.5,Escalate legal review
EXP-000394,PRJ-01103,25.5,Legal dispute,13.5,Escalate legal review
EXP-000395,PRJ-02403,12.1,Pending approvals,5.0,Continue routine monitoring
EXP-000396,PRJ-02671,31.8,Rehabilitation delay,11.2,Accelerate rehabilitation workflow
EXP-000397,PRJ-01735,53.8,Compensation delay,17.0,Prioritize compensation processing
EXP-000398,PRJ-02934,41.7,Pending approvals,18.6,Escalate legal review
EXP-000399,PRJ-03629,12.8,Pending approvals,6.8,Continue routine monitoring
EXP-000400,PRJ-03646,7.6,Pending approvals,5.0,Continue routine monitoring
EXP-000401,PRJ-00616,20.4,Legal dispute,6.5,Escalate legal review
EXP-000402,PRJ-00736,32.6,Rehabilitation delay,8.7,Accelerate rehabilitation workflow
EXP-000403,PRJ-03718,14.2,Rehabilitation delay,5.5,Accelerate rehabilitation workflow
EXP-000404,PRJ-03759,10.4,Pending approvals,5.0,Continue routine monitoring
EXP-000405,PRJ-01380,8.5,Pending approvals,5.0,Continue routine monitoring
EXP-000406,PRJ-04755,11.0,Pending approvals,5.8,Continue routine monitoring
EXP-000407,PRJ-02917,14.6,Rehabilitation delay,6.7,Accelerate rehabilitation workflow
EXP-000408,PRJ-03032,44.8,Compensation delay,24.4,Prioritize compensation processing
EXP-000409,PRJ-04672,16.7,Pending approvals,7.0,Continue routine monitoring
EXP-000410,PRJ-00356,12.4,Rehabilitation delay,6.4,Accelerate rehabilitation workflow
EXP-000411,PRJ-01667,20.8,Pending approvals,6.5,Continue routine monitoring
EXP-000412,PRJ-01706,30.4,Pending approvals,15.0,Complete document verification
EXP-000413,PRJ-01663,44.1,Incomplete documentation,20.1,Complete document verification
EXP-000414,PRJ-01716,15.6,Pending approvals,6.0,Escalate pending approval
EXP-000415,PRJ-03275,20.0,Pending approvals,10.3,Continue routine monitoring
EXP-000416,PRJ-03252,17.7,Rehabilitation delay,5.6,Accelerate rehabilitation workflow
EXP-000417,PRJ-04562,16.5,Pending approvals,9.0,Continue routine monitoring
EXP-000418,PRJ-03520,31.6,Pending approvals,10.9,Complete document verification
EXP-000419,PRJ-04714,12.8,Pending approvals,5.0,Continue routine monitoring
EXP-000420,PRJ-02958,5.5,Pending approvals,5.0,Continue routine monitoring
EXP-000421,PRJ-01563,34.3,Pending approvals,16.3,Escalate legal review
EXP-000422,PRJ-01410,30.5,Legal dispute,13.7,Escalate legal review
EXP-000423,PRJ-00337,22.0,Legal dispute,8.9,Escalate legal review
EXP-000424,PRJ-03033,6.7,Pending approvals,5.0,Continue routine monitoring
EXP-000425,PRJ-01160,11.1,Pending approvals,5.0,Continue routine monitoring
EXP-000426,PRJ-00854,10.3,Pending approvals,5.1,Continue routine monitoring
EXP-000427,PRJ-03425,27.9,Notification pending,8.7,Continue routine monitoring
EXP-000428,PRJ-00118,18.0,Pending approvals,5.4,Escalate pending approval
EXP-000429,PRJ-04632,13.9,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-000430,PRJ-00511,35.2,Compensation delay,12.5,Prioritize compensation processing
EXP-000431,PRJ-01252,10.1,Pending approvals,5.0,Continue routine monitoring
EXP-000432,PRJ-01826,6.7,Pending approvals,5.0,Continue routine monitoring
EXP-000433,PRJ-03715,6.4,Pending approvals,5.0,Continue routine monitoring
EXP-000434,PRJ-03768,19.9,Compensation delay,5.4,Prioritize compensation processing
EXP-000435,PRJ-00948,35.2,Compensation delay,18.1,Prioritize compensation processing
EXP-000436,PRJ-04127,17.8,Stakeholder bottleneck,5.9,Continue routine monitoring
EXP-000437,PRJ-02374,22.4,Pending approvals,6.0,Escalate pending approval
EXP-000438,PRJ-00724,3.6,Pending approvals,5.0,Continue routine monitoring
EXP-000439,PRJ-01528,11.7,Pending approvals,5.3,Continue routine monitoring
EXP-000440,PRJ-01029,24.1,Pending approvals,11.6,Escalate pending approval
EXP-000441,PRJ-04795,17.1,Pending approvals,5.0,Escalate pending approval
EXP-000442,PRJ-03042,18.2,Rehabilitation delay,7.0,Accelerate rehabilitation workflow
EXP-000443,PRJ-03346,62.1,Compensation delay,16.1,Escalate legal review
EXP-000444,PRJ-04767,18.9,Pending approvals,9.5,Escalate pending approval
EXP-000445,PRJ-04973,22.2,Stakeholder bottleneck,11.3,Continue routine monitoring
EXP-000446,PRJ-04587,21.7,Rehabilitation delay,11.7,Accelerate rehabilitation workflow
EXP-000447,PRJ-02541,16.4,Stakeholder bottleneck,5.1,Continue routine monitoring
EXP-000448,PRJ-00426,21.3,Pending approvals,10.7,Escalate pending approval
EXP-000449,PRJ-02317,7.9,Pending approvals,5.0,Continue routine monitoring
EXP-000450,PRJ-01886,15.3,Stakeholder bottleneck,5.5,Continue routine monitoring
EXP-000451,PRJ-02754,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-000452,PRJ-00022,50.2,Pending approvals,16.3,Escalate legal review
EXP-000453,PRJ-00716,11.7,Pending approvals,5.7,Continue routine monitoring
EXP-000454,PRJ-03755,9.4,Pending approvals,5.0,Continue routine monitoring
EXP-000455,PRJ-02338,13.7,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-000456,PRJ-03937,47.5,Compensation delay,17.5,Prioritize compensation processing
EXP-000457,PRJ-03469,31.8,Compensation delay,13.3,Prioritize compensation processing
EXP-000458,PRJ-01184,60.4,Pending approvals,25.4,Escalate legal review
EXP-000459,PRJ-00464,17.4,Pending approvals,7.8,Escalate pending approval
EXP-000460,PRJ-01976,20.2,Possession pending,10.5,Continue routine monitoring
EXP-000461,PRJ-01869,31.9,Compensation delay,12.8,Prioritize compensation processing
EXP-000462,PRJ-01265,11.4,Pending approvals,6.0,Continue routine monitoring
EXP-000463,PRJ-02492,17.0,Pending approvals,5.0,Continue routine monitoring
EXP-000464,PRJ-02844,11.7,Stakeholder bottleneck,5.4,Continue routine monitoring
EXP-000465,PRJ-03328,29.6,Compensation delay,14.5,Prioritize compensation processing
EXP-000466,PRJ-04451,13.0,Pending approvals,5.4,Continue routine monitoring
EXP-000467,PRJ-02435,29.2,Rehabilitation delay,7.4,Accelerate rehabilitation workflow
EXP-000468,PRJ-03547,12.7,Stakeholder bottleneck,6.4,Continue routine monitoring
EXP-000469,PRJ-03162,37.2,Pending approvals,18.5,Prioritize compensation processing
EXP-000470,PRJ-01118,14.2,Possession pending,5.0,Continue routine monitoring
EXP-000471,PRJ-01508,14.0,Incomplete documentation,5.0,Complete document verification
EXP-000472,PRJ-00273,24.8,Incomplete documentation,11.1,Complete document verification
EXP-000473,PRJ-03816,23.5,Compensation delay,7.6,Prioritize compensation processing
EXP-000474,PRJ-03875,9.8,Pending approvals,5.0,Continue routine monitoring
EXP-000475,PRJ-00864,10.5,Possession pending,5.0,Continue routine monitoring
EXP-000476,PRJ-01815,36.9,Compensation delay,17.2,Prioritize compensation processing
EXP-000477,PRJ-03165,28.0,Compensation delay,10.8,Prioritize compensation processing
EXP-000478,PRJ-00652,7.7,Pending approvals,5.0,Continue routine monitoring
EXP-000479,PRJ-04239,27.6,Compensation delay,14.1,Prioritize compensation processing
EXP-000480,PRJ-01988,32.3,Legal dispute,8.2,Escalate legal review
EXP-000481,PRJ-04130,18.9,Rehabilitation delay,10.0,Accelerate rehabilitation workflow
EXP-000482,PRJ-00374,11.2,Pending approvals,5.0,Continue routine monitoring
EXP-000483,PRJ-02866,56.8,Pending approvals,15.9,Complete document verification
EXP-000484,PRJ-00548,17.4,Compensation delay,6.1,Prioritize compensation processing
EXP-000485,PRJ-02260,32.5,Compensation delay,14.1,Prioritize compensation processing
EXP-000486,PRJ-03156,10.6,Pending approvals,5.0,Continue routine monitoring
EXP-000487,PRJ-01466,11.2,Notification pending,5.5,Continue routine monitoring
EXP-000488,PRJ-02106,10.9,Pending approvals,6.0,Continue routine monitoring
EXP-000489,PRJ-01501,34.0,Compensation delay,15.5,Prioritize compensation processing
EXP-000490,PRJ-01538,33.7,Compensation delay,17.7,Prioritize compensation processing
EXP-000491,PRJ-02289,10.7,Pending approvals,5.0,Continue routine monitoring
EXP-000492,PRJ-01259,6.3,Pending approvals,5.0,Continue routine monitoring
EXP-000493,PRJ-01084,30.6,Incomplete documentation,15.9,Complete document verification
EXP-000494,PRJ-04389,18.9,Notification pending,5.6,Continue routine monitoring
EXP-000495,PRJ-04552,13.7,Pending approvals,7.1,Continue routine monitoring
EXP-000496,PRJ-02351,12.0,Pending approvals,5.7,Continue routine monitoring
EXP-000497,PRJ-04629,24.3,Compensation delay,9.5,Prioritize compensation processing
EXP-000498,PRJ-03093,52.7,Pending approvals,28.0,Prioritize compensation processing
EXP-000499,PRJ-03010,12.2,Pending approvals,6.1,Continue routine monitoring
EXP-000500,PRJ-04957,17.3,Pending approvals,8.4,Continue routine monitoring
EXP-000501,PRJ-03713,35.1,Legal dispute,14.0,Escalate legal review
EXP-000502,PRJ-04437,28.9,Legal dispute,9.4,Escalate legal review
EXP-000503,PRJ-00745,12.2,Pending approvals,6.4,Escalate pending approval
EXP-000504,PRJ-00305,9.6,Pending approvals,5.3,Continue routine monitoring
EXP-000505,PRJ-02693,16.9,Pending approvals,8.6,Continue routine monitoring
EXP-000506,PRJ-00619,45.0,Pending approvals,12.5,Complete document verification
EXP-000507,PRJ-04895,28.8,Pending approvals,9.9,Prioritize compensation processing
EXP-000508,PRJ-01145,13.3,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-000509,PRJ-04577,8.8,Pending approvals,5.0,Continue routine monitoring
EXP-000510,PRJ-02401,12.2,Pending approvals,5.0,Continue routine monitoring
EXP-000511,PRJ-02819,62.5,Pending approvals,19.4,Escalate legal review
EXP-000512,PRJ-00035,22.5,Pending approvals,8.0,Escalate pending approval
EXP-000513,PRJ-02567,12.3,Pending approvals,5.0,Continue routine monitoring
EXP-000514,PRJ-02177,38.0,Pending approvals,18.5,Prioritize compensation processing
EXP-000515,PRJ-00474,27.5,Incomplete documentation,14.6,Complete document verification
EXP-000516,PRJ-01283,14.3,Rehabilitation delay,7.0,Accelerate rehabilitation workflow
EXP-000517,PRJ-03161,12.0,Pending approvals,5.0,Continue routine monitoring
EXP-000518,PRJ-04826,12.3,Pending approvals,5.0,Continue routine monitoring
EXP-000519,PRJ-01316,31.0,Compensation delay,15.0,Prioritize compensation processing
EXP-000520,PRJ-02585,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-000521,PRJ-01625,18.9,Pending approvals,8.9,Continue routine monitoring
EXP-000522,PRJ-03509,26.6,Rehabilitation delay,6.9,Accelerate rehabilitation workflow
EXP-000523,PRJ-04374,10.2,Pending approvals,5.0,Continue routine monitoring
EXP-000524,PRJ-03032,4.2,Pending approvals,5.0,Continue routine monitoring
EXP-000525,PRJ-02769,11.6,Stakeholder bottleneck,6.0,Continue routine monitoring
EXP-000526,PRJ-00093,24.9,Legal dispute,10.1,Escalate legal review
EXP-000527,PRJ-01939,65.7,Compensation delay,35.9,Escalate legal review
EXP-000528,PRJ-02008,6.5,Pending approvals,5.0,Continue routine monitoring
EXP-000529,PRJ-01728,11.5,Pending approvals,5.0,Continue routine monitoring
EXP-000530,PRJ-01327,19.6,Stakeholder bottleneck,5.9,Continue routine monitoring
EXP-000531,PRJ-02822,17.9,Pending approvals,9.7,Escalate pending approval
EXP-000532,PRJ-04076,17.7,Rehabilitation delay,5.8,Accelerate rehabilitation workflow
EXP-000533,PRJ-01742,37.7,Compensation delay,11.7,Escalate legal review
EXP-000534,PRJ-00927,17.2,Possession pending,6.2,Continue routine monitoring
EXP-000535,PRJ-02859,17.2,Stakeholder bottleneck,7.9,Continue routine monitoring
EXP-000536,PRJ-01119,18.9,Notification pending,5.0,Continue routine monitoring
EXP-000537,PRJ-02913,10.5,Stakeholder bottleneck,5.0,Continue routine monitoring
EXP-000538,PRJ-02064,12.9,Pending approvals,5.3,Continue routine monitoring
EXP-000539,PRJ-04551,39.3,Incomplete documentation,18.3,Complete document verification
EXP-000540,PRJ-01035,13.4,Stakeholder bottleneck,5.2,Continue routine monitoring
EXP-000541,PRJ-02844,23.3,Compensation delay,12.1,Prioritize compensation processing
EXP-000542,PRJ-00039,13.6,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-000543,PRJ-00084,43.8,Compensation delay,12.3,Escalate legal review
EXP-000544,PRJ-00285,46.3,Legal dispute,24.1,Escalate legal review
EXP-000545,PRJ-00496,4.4,Pending approvals,5.0,Continue routine monitoring
EXP-000546,PRJ-01332,49.6,Compensation delay,26.2,Escalate legal review
EXP-000547,PRJ-01491,10.0,Pending approvals,5.0,Continue routine monitoring
EXP-000548,PRJ-04869,30.5,Compensation delay,12.1,Prioritize compensation processing
EXP-000549,PRJ-04884,16.4,Stakeholder bottleneck,7.7,Continue routine monitoring
EXP-000550,PRJ-01585,30.8,Pending approvals,10.5,Complete document verification
EXP-000551,PRJ-02470,27.6,Incomplete documentation,14.7,Complete document verification
EXP-000552,PRJ-01007,9.0,Pending approvals,5.0,Continue routine monitoring
EXP-000553,PRJ-04468,3.6,Pending approvals,5.0,Continue routine monitoring
EXP-000554,PRJ-00113,10.9,Pending approvals,5.0,Continue routine monitoring
EXP-000555,PRJ-04986,66.0,Pending approvals,24.8,Prioritize compensation processing
EXP-000556,PRJ-02856,21.9,Notification pending,7.2,Continue routine monitoring
EXP-000557,PRJ-00818,16.4,Pending approvals,5.3,Escalate pending approval
EXP-000558,PRJ-01336,14.0,Pending approvals,5.0,Continue routine monitoring
EXP-000559,PRJ-01120,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-000560,PRJ-02291,18.1,Compensation delay,9.1,Prioritize compensation processing
EXP-000561,PRJ-02210,23.9,Rehabilitation delay,8.4,Accelerate rehabilitation workflow
EXP-000562,PRJ-00336,27.7,Compensation delay,10.2,Prioritize compensation processing
EXP-000563,PRJ-00068,14.7,Rehabilitation delay,5.0,Accelerate rehabilitation workflow
EXP-000564,PRJ-03627,8.1,Pending approvals,5.0,Continue routine monitoring
EXP-000565,PRJ-02867,16.4,Stakeholder bottleneck,6.3,Continue routine monitoring
EXP-000566,PRJ-01429,27.5,Rehabilitation delay,8.2,Accelerate rehabilitation workflow
EXP-000567,PRJ-04236,6.5,Pending approvals,5.0,Continue routine monitoring
EXP-000568,PRJ-04698,8.9,Pending approvals,5.0,Continue routine monitoring
EXP-000569,PRJ-03200,23.1,Pending approvals,10.1,Continue routine monitoring
EXP-000570,PRJ-03174,15.3,Notification pending,6.0,Continue routine monitoring
EXP-000571,PRJ-00671,46.4,Compensation delay,16.8,Escalate legal review
EXP-000572,PRJ-03613,18.2,Stakeholder bottleneck,8.3,Continue routine monitoring
EXP-000573,PRJ-04462,11.4,Pending approvals,5.0,Continue routine monitoring
EXP-000574,PRJ-03657,21.3,Possession pending,7.0,Continue routine monitoring
